source_url,source_url_text,source_link_caption,target_url,target_url_text,target_link_caption,domain,depth,status_code,content_type
http://www.garfield.com,Garfield Online,,http://www.garfield.com/cgi-bin/stuff/nav1.cgi?code=ga,Garfield Stuff,,www.garfield.com,1,200,
http://www.garfield.com/cgi-bin/stuff/nav1.cgi?code=ga,Garfield Stuff,,http://www.garfield.com/cgi-bin/stuff/nav2.cgi?code=ga&type=mugs&prod=m1321,Garfield Stuff,,www.garfield.com,2,200,
http://www.garfield.com/cgi-bin/stuff/nav1.cgi?code=ga,Garfield Stuff,,http://www.garfield.com/cgi-bin/imagemap/maps/buttons.map,Menu for /cgi-bin/imagemap/maps/buttons.map,,www.garfield.com,2,200,text/html
http://www.garfield.com/cgi-bin/imagemap/maps/buttons.map,Menu for /cgi-bin/imagemap/maps/buttons.map,,http://www.garfield.com/,Garfield Online,,www.garfield.com,3,200,text/html; charset=UTF-8
http://www.garfield.com/cgi-bin/imagemap/maps/buttons.map,Menu for /cgi-bin/imagemap/maps/buttons.map,,http://www.garfield.com/cgi-bin/stuff/nav1.cgi,Garfield Stuff,,www.garfield.com,3,200,
http://www.reuters.com,Reuters: The Business of Information,,http://www.reuters.com/rtrnews/images/home.htm,Reuters: Top News,,www.reuters.com,1,200,text/html; charset=UTF-8
http://www.reuters.com,Reuters: The Business of Information,,http://www.reuters.com/maps/flagbar2.map,Imagemap Error,,www.reuters.com,1,200,application/x-httpd-imap
http://www.reuters.com,Reuters: The Business of Information,,http://www.reuters.com/maps/navrowhome.map,,,www.reuters.com,1,200,application/x-httpd-imap
http://www.warpstream.net,WarpStream - Home,,http://www.warpstream.net/,WarpStream - Home,WarpStream - Home,www.warpstream.net,1,200,text/html; charset=UTF-8
http://www.warpstream.net/,WarpStream - Home,WarpStream - Home,http://www.warpstream.net/browse,WarpStream - Videos,Videos,www.warpstream.net,2,200,text/html; charset=UTF-8
http://www.warpstream.net/browse,WarpStream - Videos,Videos,http://www.warpstream.net/channels,WarpStream - Featured Channels,Channels,www.warpstream.net,3,200,text/html; charset=UTF-8
http://www.warpstream.net/channels,WarpStream - Featured Channels,Channels,http://www.warpstream.net/playlists,WarpStream - Featured Playlists,Playlists,www.warpstream.net,4,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists,WarpStream - Featured Playlists,Playlists,http://www.warpstream.net/settings,WarpStream - Settings,Settings,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/settings,WarpStream - Settings,Settings,http://www.warpstream.net/history,WarpStream - Watch History,History,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/history,WarpStream - Watch History,History,http://www.warpstream.net/history?r=5,WarpStream - Watch History,,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/history?r=5,WarpStream - Watch History,,http://www.warpstream.net/history?r=10,WarpStream - Watch History,,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/history?r=10,WarpStream - Watch History,,http://www.warpstream.net/history?r=25,WarpStream - Watch History,,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/history?r=25,WarpStream - Watch History,,http://www.warpstream.net/history?r=50,WarpStream - Watch History,,www.warpstream.net,10,200,text/html; charset=UTF-8
http://www.warpstream.net/history?r=10,WarpStream - Watch History,,http://www.warpstream.net/history?r=50,WarpStream - Watch History,,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/settings,WarpStream - Settings,Settings,http://www.warpstream.net/about.html,About WarpStream,About This Site,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/about.html,About WarpStream,About This Site,http://www.warpstream.net/help.html,WarpStream Support,Support Guide,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/help.html,WarpStream Support,Support Guide,http://www.warpstream.net/help.html#support,WarpStream Support,WarpStream Support,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/help.html#support,WarpStream Support,WarpStream Support,http://www.warpstream.net/help.html#win9x,WarpStream Support,Windows 95 / 98 / ME,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/help.html#win9x,WarpStream Support,Windows 95 / 98 / ME,http://www.warpstream.net/help.html#winxp,WarpStream Support,Windows XP / 2000 / Vista / 7,www.warpstream.net,10,200,text/html; charset=UTF-8
http://www.warpstream.net/help.html#support,WarpStream Support,WarpStream Support,http://www.warpstream.net/help.html#winxp,WarpStream Support,Windows XP / 2000 / Vista / 7,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists,WarpStream - Featured Playlists,Playlists,http://www.warpstream.net/playlists?s=ru,WarpStream - Recently Updated Playlists,,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists?s=ru,WarpStream - Recently Updated Playlists,,http://www.warpstream.net/playlists?s=feat,WarpStream - Featured Playlists,,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists?s=feat,WarpStream - Featured Playlists,,http://www.warpstream.net/playlists?s=mv,WarpStream - Most Viewed Playlists,,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists?s=mv,WarpStream - Most Viewed Playlists,,http://www.warpstream.net/playlists?s=mv&r=10,WarpStream - Most Viewed Playlists,,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists?s=mv&r=10,WarpStream - Most Viewed Playlists,,http://www.warpstream.net/playlists?s=mv&r=5,WarpStream - Most Viewed Playlists,,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists?s=feat,WarpStream - Featured Playlists,,http://www.warpstream.net/play_all?p=PIYIwCiciffA64AZ,WarpStream - Take On Me,,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/play_all?p=PIYIwCiciffA64AZ,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=4,WarpStream - Take On Me,,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=4,WarpStream - Take On Me,,http://www.warpstream.net/rm?v=leMzjdb2WVw&q=4&crop=0,,,www.warpstream.net,9,200,audio/x-pn-realaudio
http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=4,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=wmp&q=4,WarpStream - Take On Me,,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=leMzjdb2WVw&f=wmp&q=4,WarpStream - Take On Me,,http://www.warpstream.net/playlist.asx?v=leMzjdb2WVw&q=4,WARPSTREAM.NET,,www.warpstream.net,10,200,video/x-ms-asf
http://www.warpstream.net/play?v=leMzjdb2WVw&f=wmp&q=4,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=1,WarpStream - Take On Me,,www.warpstream.net,10,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=4,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=wmp&q=1,WarpStream - Take On Me,,www.warpstream.net,9,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=leMzjdb2WVw&f=wmp&q=1,WarpStream - Take On Me,,http://www.warpstream.net/playlist.asx?v=leMzjdb2WVw&q=1,WARPSTREAM.NET,,www.warpstream.net,10,200,video/x-ms-asf
http://www.warpstream.net/play?v=leMzjdb2WVw&f=wmp&q=1,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=1,WarpStream - Take On Me,,www.warpstream.net,10,200,text/html; charset=UTF-8
http://www.warpstream.net/play_all?p=PIYIwCiciffA64AZ,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=1,WarpStream - Take On Me,,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=1,WarpStream - Take On Me,,http://www.warpstream.net/rm?v=leMzjdb2WVw&q=1&crop=0,,,www.warpstream.net,9,200,audio/x-pn-realaudio
http://www.warpstream.net/play_all?p=PIYIwCiciffA64AZ,WarpStream - Take On Me,,http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=2,WarpStream - Take On Me,,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=leMzjdb2WVw&f=rm&q=2,WarpStream - Take On Me,,http://www.warpstream.net/rm?v=leMzjdb2WVw&q=2&crop=0,,,www.warpstream.net,9,200,audio/x-pn-realaudio
http://www.warpstream.net/playlists?s=ru,WarpStream - Recently Updated Playlists,,http://www.warpstream.net/playlists?s=ru&r=10,WarpStream - Recently Updated Playlists,,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/playlists?s=ru&r=10,WarpStream - Recently Updated Playlists,,http://www.warpstream.net/playlists?s=ru&r=5,WarpStream - Recently Updated Playlists,,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/channels,WarpStream - Featured Channels,Channels,http://www.warpstream.net/channels?s=ms,WarpStream - Most Subscribed Channels,,www.warpstream.net,4,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=ms,WarpStream - Most Subscribed Channels,,http://www.warpstream.net/channels?s=ms&f=1,WarpStream - Most Subscribed Channels,Director,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=ms&f=1,WarpStream - Most Subscribed Channels,Director,http://www.warpstream.net/channels?s=ms&f=0,WarpStream - Most Subscribed Channels,,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=ms&f=0,WarpStream - Most Subscribed Channels,,http://www.warpstream.net/channels?s=ms&f=2,WarpStream - Most Subscribed Channels,Musician,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=ms&f=2,WarpStream - Most Subscribed Channels,Musician,http://www.warpstream.net/channels?s=ms&f=3,WarpStream - Most Subscribed Channels,Comedian,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/channels,WarpStream - Featured Channels,Channels,http://www.warpstream.net/channels?s=mv,WarpStream - Most Viewed Channels,,www.warpstream.net,4,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=mv,WarpStream - Most Viewed Channels,,http://www.warpstream.net/channels?s=mv&f=1,WarpStream - Most Viewed Channels,Director,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=mv&f=1,WarpStream - Most Viewed Channels,Director,http://www.warpstream.net/channels?s=mv&f=0,WarpStream - Most Viewed Channels,,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=mv&f=0,WarpStream - Most Viewed Channels,,http://www.warpstream.net/channels?s=mv&f=2,WarpStream - Most Viewed Channels,Musician,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=mv&f=2,WarpStream - Most Viewed Channels,Musician,http://www.warpstream.net/channels?s=mv&f=3,WarpStream - Most Viewed Channels,Comedian,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/channels,WarpStream - Featured Channels,Channels,http://www.warpstream.net/channels?s=nc,WarpStream - Newest Channels,,www.warpstream.net,4,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=nc,WarpStream - Newest Channels,,http://www.warpstream.net/channels?s=nc&f=1,WarpStream - Newest Channels,Director,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=nc&f=1,WarpStream - Newest Channels,Director,http://www.warpstream.net/channels?s=nc&f=0,WarpStream - Newest Channels,,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=nc&f=0,WarpStream - Newest Channels,,http://www.warpstream.net/channels?s=nc&f=2,WarpStream - Newest Channels,Musician,www.warpstream.net,7,200,text/html; charset=UTF-8
http://www.warpstream.net/channels?s=nc&f=2,WarpStream - Newest Channels,Musician,http://www.warpstream.net/channels?s=nc&f=3,WarpStream - Newest Channels,Comedian,www.warpstream.net,8,200,text/html; charset=UTF-8
http://www.warpstream.net/browse,WarpStream - Videos,Videos,http://www.warpstream.net/browse?s=fresh,WarpStream - Fresh Videos,,www.warpstream.net,3,200,text/html; charset=UTF-8
http://www.warpstream.net/browse?s=fresh,WarpStream - Fresh Videos,,http://www.warpstream.net/browse?s=mvr,WarpStream - Trending,,www.warpstream.net,4,200,text/html; charset=UTF-8
http://www.warpstream.net/browse?s=mvr,WarpStream - Trending,,http://www.warpstream.net/browse?s=mvp,WarpStream - Most Viewed by WarpStream Users,,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/browse?s=mvp,WarpStream - Most Viewed by WarpStream Users,,http://www.warpstream.net/browse?s=mvy,WarpStream - Most Viewed on YouTube,,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.warpstream.net/,WarpStream - Home,WarpStream - Home,http://www.warpstream.net/play?v=j-P8kWYKiWM,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,www.warpstream.net,2,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=j-P8kWYKiWM,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/rm?v=j-P8kWYKiWM&q=1&crop=0,,,www.warpstream.net,3,200,audio/x-pn-realaudio
http://www.warpstream.net/play?v=j-P8kWYKiWM,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/play?v=j-P8kWYKiWM&f=wmp&q=4,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,www.warpstream.net,3,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=j-P8kWYKiWM&f=wmp&q=4,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/playlist.asx?v=j-P8kWYKiWM&q=4,WARPSTREAM.NET,,www.warpstream.net,4,200,video/x-ms-asf
http://www.warpstream.net/play?v=j-P8kWYKiWM&f=wmp&q=4,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/play?v=j-P8kWYKiWM&f=rm&q=4,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,www.warpstream.net,4,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=j-P8kWYKiWM&f=rm&q=4,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/rm?v=j-P8kWYKiWM&q=4&crop=0,,,www.warpstream.net,5,200,audio/x-pn-realaudio
http://www.warpstream.net/play?v=j-P8kWYKiWM&f=rm&q=4,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/play?v=j-P8kWYKiWM&f=wmp&q=1,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,www.warpstream.net,5,200,text/html; charset=UTF-8
http://www.warpstream.net/play?v=j-P8kWYKiWM&f=wmp&q=1,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/playlist.asx?v=j-P8kWYKiWM&q=1,WARPSTREAM.NET,,www.warpstream.net,6,200,video/x-ms-asf
http://www.warpstream.net/play?v=j-P8kWYKiWM&f=wmp&q=1,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,http://www.warpstream.net/play?v=j-P8kWYKiWM&f=rm&q=1,WarpStream - Heretic | It's Doom but Fantasy! #doscember,more,www.warpstream.net,6,200,text/html; charset=UTF-8
http://www.wikipedia.org,Main Page - Wikipedia,,http://www.wikipedia.org/wiki/Main_Page,Main Page - Wikipedia,Main Page,www.wikipedia.org,1,200,text/html; charset=UTF-8
http://www.wikipedia.org/wiki/Main_Page,Main Page - Wikipedia,Main Page,http://www.wikipedia.org/wiki/Special:Recentchanges,Special:Recentchanges - Wikipedia,Recent changes,www.wikipedia.org,2,200,text/html; charset=UTF-8
http://2004scape.org,Non-Affiliation Disclaimer | 2004Scape,,http://2004scape.org/title,2004Scape - the massive online adventure game,There is currently 1 person playing!Latest News and UpdatesRemoved 2 world regions (for now!)22-Nov-,2004scape.org,1,200,text/html; charset=utf-8
http://2004scape.org/title,2004Scape - the massive online adventure game,There is currently 1 person playing!Latest News and UpdatesRemoved 2 world regions (for now!)22-Nov-,http://2004scape.org/news,Latest News | 2004Scape,,2004scape.org,2,200,text/html; charset=utf-8
http://2004scape.org/news,Latest News | 2004Scape,,http://2004scape.org/news?page=2,Latest News | 2004Scape,,2004scape.org,3,200,text/html; charset=utf-8
http://2004scape.org/news?page=2,Latest News | 2004Scape,,http://2004scape.org/news?page=3,Latest News | 2004Scape,,2004scape.org,4,200,text/html; charset=utf-8
http://2004scape.org/news?page=3,Latest News | 2004Scape,,http://2004scape.org/news?page=4,Latest News | 2004Scape,,2004scape.org,5,200,text/html; charset=utf-8
http://2004scape.org/news?page=4,Latest News | 2004Scape,,http://2004scape.org/news?page=5,Latest News | 2004Scape,,2004scape.org,6,200,text/html; charset=utf-8
http://2004scape.org/news?page=5,Latest News | 2004Scape,,http://2004scape.org/news?page=6,Latest News | 2004Scape,,2004scape.org,7,200,text/html; charset=utf-8
http://2004scape.org/news?page=6,Latest News | 2004Scape,,http://2004scape.org/news?page=7,Latest News | 2004Scape,,2004scape.org,8,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?page=8,Latest News | 2004Scape,,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?page=9,Latest News | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=8,Latest News | 2004Scape,,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=0,Latest News | 2004Scape,All Categories,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=1&page=2,Latest News | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=1,Latest News | 2004Scape,Game Updates,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=2,Latest News | 2004Scape,Website,http://2004scape.org/news/180,Removed 2 world regions (for now!) | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=3,Latest News | 2004Scape,Customer Support,http://2004scape.org/news/135,UK SMS Telebilling Change | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=4,Latest News | 2004Scape,Technical,http://2004scape.org/news/133,World 17 under repair | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=5,Latest News | 2004Scape,Community,http://2004scape.org/news/145,Happy Birthday RS2! | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?page=7,Latest News | 2004Scape,,http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news?cat=6,Latest News | 2004Scape,Behind the Scenes,http://2004scape.org/disclaimer,Non-Affiliation Disclaimer | 2004Scape,,2004scape.org,10,200,text/html; charset=utf-8
http://2004scape.org/news,Latest News | 2004Scape,,http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,2004scape.org,3,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7,Latest News | 2004Scape,Archived,http://2004scape.org/news?cat=7&page=2,Latest News | 2004Scape,,2004scape.org,4,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7&page=2,Latest News | 2004Scape,,http://2004scape.org/news?cat=7?,Latest News | 2004Scape,,2004scape.org,5,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7&page=2,Latest News | 2004Scape,,http://2004scape.org/news?cat=7&page=3,Latest News | 2004Scape,,2004scape.org,5,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7&page=3,Latest News | 2004Scape,,http://2004scape.org/news?cat=7&page=4,Latest News | 2004Scape,,2004scape.org,6,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7&page=4,Latest News | 2004Scape,,http://2004scape.org/news?cat=7&page=5,Latest News | 2004Scape,,2004scape.org,7,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7&page=5,Latest News | 2004Scape,,http://2004scape.org/news?cat=7&page=6,Latest News | 2004Scape,,2004scape.org,8,200,text/html; charset=utf-8
http://2004scape.org/news?cat=7&page=6,Latest News | 2004Scape,,http://2004scape.org/news?cat=7&page=7,Latest News | 2004Scape,,2004scape.org,9,200,text/html; charset=utf-8
http://2004scape.org/title,2004Scape - the massive online adventure game,There is currently 1 person playing!Latest News and UpdatesRemoved 2 world regions (for now!)22-Nov-,http://2004scape.org/news/180,Removed 2 world regions (for now!) | 2004Scape,,2004scape.org,2,200,text/html; charset=utf-8
http://2004scape.org/news/180,Removed 2 world regions (for now!) | 2004Scape,,http://2004scape.org/news/159,2 new world regions! | 2004Scape,,2004scape.org,3,200,text/html; charset=utf-8
